"Ubs,V","Ibs,A","Isun,A","Ipt1,A","Ipt2,A","Ipt3,A","Ipt4,A","Ipt5,A","Ipt6,A","Ipt7,A","Ipt10,A","Ipt11,A","Ipt12,A","Ipt13,A","Ipt14,A","Ipt15,A","Ipt16,A","Ipt17,A","TR1,C","TR2,C","TR3,C","TR4,C","TR5,C","TR6,C","TR7,C","TR8,C","TR9,C","TR10,C","TR11,C","TR12,C","TR13,C","TR14,C","TR15,C","TR16,C","TDS1,C","TDS2,C","TDS3,C","TDS4,C","TDS5,C","TDS6,C","TDS7,C","TDS8,C","TDS9,C","TKpt,C","TGbv,C","TNap,C","TPrd2,C","TPrd1,C","TDS24,C"
14.24,0.21,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,9.0,8.0,7.0,8.0,4.0,5.0,4.0,2.0,-28.0,8.0,4.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,27.0,18.0,18.0,18.0,19.0,22.0
14.24,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,6.0,8.0,2.0,4.0,3.0,2.0,-29.0,8.0,4.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,17.0,17.0,27.0,18.0,18.0,18.0,18.0,22.0
14.24,0.21,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,9.0,8.0,6.0,8.0,2.0,4.0,3.0,0.0,-29.0,8.0,4.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,17.0,17.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,9.0,7.0,6.0,7.0,2.0,2.0,1.0,0.0,-31.0,8.0,2.0,6.0,4.0,0.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,17.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.27,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,7.0,7.0,6.0,7.0,2.0,2.0,1.0,0.0,-31.0,8.0,2.0,6.0,4.0,-2.0,17.0,17.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,7.0,7.0,4.0,7.0,2.0,2.0,1.0,0.0,-31.0,6.0,2.0,4.0,2.0,-2.0,17.0,17.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,7.0,5.0,4.0,7.0,1.0,2.0,1.0,0.0,-33.0,6.0,1.0,4.0,2.0,-2.0,17.0,17.0,17.0,18.0,18.0,17.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,7.0,5.0,4.0,5.0,1.0,1.0,1.0,-1.0,-33.0,6.0,1.0,4.0,2.0,-2.0,17.0,17.0,17.0,18.0,18.0,17.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,5.0,4.0,5.0,-1.0,1.0,1.0,-1.0,-33.0,4.0,1.0,3.0,1.0,-3.0,17.0,17.0,17.0,17.0,18.0,17.0,16.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.1,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,5.0,3.0,5.0,-1.0,1.0,0.0,-1.0,-34.0,4.0,1.0,3.0,1.0,-3.0,17.0,17.0,17.0,17.0,18.0,17.0,15.0,16.0,16.0,26.0,18.0,18.0,18.0,18.0,22.0
14.17,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,4.0,3.0,5.0,-1.0,1.0,0.0,-3.0,-36.0,4.0,-1.0,3.0,1.0,-3.0,17.0,17.0,17.0,17.0,18.0,17.0,15.0,16.0,16.0,26.0,18.0,17.0,17.0,18.0,22.0
14.1,0.19,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,4.0,3.0,4.0,-1.0,-1.0,0.0,-3.0,-36.0,4.0,-1.0,3.0,1.0,-3.0,17.0,17.0,17.0,17.0,18.0,16.0,15.0,16.0,16.0,26.0,18.0,17.0,17.0,18.0,22.0
14.1,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,4.0,3.0,4.0,-2.0,-1.0,0.0,-3.0,-36.0,4.0,-1.0,1.0,1.0,-5.0,17.0,17.0,17.0,17.0,18.0,16.0,15.0,15.0,15.0,26.0,18.0,17.0,17.0,18.0,22.0
14.1,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,6.0,2.0,3.0,4.0,-2.0,1.0,-2.0,-3.0,-37.0,4.0,-1.0,1.0,-1.0,-5.0,17.0,17.0,17.0,17.0,18.0,16.0,15.0,15.0,15.0,26.0,17.0,17.0,17.0,18.0,22.0
14.24,0.19,0.51,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,2.0,1.0,4.0,-2.0,-1.0,-2.0,-3.0,-31.0,6.0,1.0,3.0,1.0,-3.0,17.0,17.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,26.0,17.0,17.0,17.0,17.0,22.0
14.37,0.21,0.93,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,2.0,3.0,4.0,-1.0,-1.0,-2.0,-3.0,-28.0,8.0,1.0,4.0,2.0,-2.0,17.0,16.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,26.0,17.0,17.0,17.0,17.0,22.0
14.5,0.24,1.36,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,3.0,2.0,3.0,4.0,-1.0,1.0,0.0,-3.0,-23.0,8.0,2.0,4.0,1.0,2.0,16.0,16.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,26.0,17.0,17.0,17.0,17.0,22.0
14.56,0.24,1.52,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,-1.0,-18.0,6.0,2.0,4.0,2.0,3.0,16.0,16.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,26.0,17.0,17.0,17.0,17.0,22.0
14.56,0.24,1.09,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,2.0,3.0,5.0,1.0,1.0,0.0,-3.0,-17.0,9.0,2.0,6.0,2.0,0.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,17.0,17.0,22.0
14.5,0.24,0.43,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,-1.0,-15.0,9.0,4.0,6.0,2.0,3.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,17.0,17.0,22.0
14.5,0.27,0.45,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,0.0,-12.0,9.0,4.0,6.0,2.0,5.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,17.0,22.0
14.5,0.21,0.69,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,4.0,3.0,5.0,2.0,2.0,1.0,0.0,-9.0,8.0,4.0,6.0,4.0,3.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,17.0,22.0
14.5,0.24,0.56,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,4.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,-7.0,9.0,4.0,8.0,5.0,3.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,17.0,22.0
14.56,0.24,0.88,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,-5.0,9.0,4.0,8.0,5.0,6.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,17.0,22.0
14.5,0.21,0.29,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,-2.0,8.0,5.0,8.0,5.0,10.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,17.0,22.0
14.5,0.24,0.05,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,-1.0,11.0,5.0,9.0,5.0,6.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,16.0,21.0
14.56,0.24,0.21,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,6.0,4.0,4.0,7.0,4.0,5.0,3.0,2.0,1.0,11.0,7.0,9.0,7.0,8.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,16.0,21.0
14.63,0.24,0.21,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,6.0,4.0,4.0,7.0,5.0,5.0,3.0,3.0,3.0,11.0,5.0,9.0,7.0,10.0,16.0,16.0,17.0,17.0,17.0,16.0,14.0,15.0,15.0,26.0,17.0,17.0,16.0,16.0,21.0
14.43,0.24,0.21,0.07,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,6.0,4.0,4.0,7.0,5.0,5.0,3.0,3.0,3.0,11.0,5.0,9.0,7.0,10.0,16.0,16.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,26.0,17.0,16.0,18.0,16.0,21.0
14.24,1.47,0.21,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,6.0,4.0,6.0,7.0,5.0,7.0,4.0,3.0,8.0,11.0,9.0,11.0,9.0,11.0,16.0,17.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,26.0,17.0,16.0,18.0,16.0,21.0
14.17,1.41,0.13,0.07,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,6.0,5.0,6.0,7.0,7.0,7.0,6.0,5.0,9.0,11.0,9.0,11.0,9.0,11.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,26.0,16.0,16.0,24.0,16.0,21.0
14.3,0.19,0.91,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,7.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,11.0,12.0,9.0,11.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,16.0,17.0,16.0,15.0,26.0,16.0,16.0,25.0,16.0,21.0
14.3,1.49,1.76,0.09,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,7.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,12.0,12.0,9.0,12.0,10.0,11.0,17.0,17.0,17.0,17.0,17.0,16.0,17.0,16.0,15.0,26.0,17.0,16.0,26.0,16.0,21.0
14.3,1.49,1.44,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,7.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,12.0,12.0,10.0,12.0,10.0,13.0,17.0,17.0,17.0,17.0,17.0,16.0,18.0,17.0,16.0,26.0,17.0,16.0,27.0,17.0,21.0
14.3,1.49,1.47,0.09,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,12.0,12.0,10.0,12.0,10.0,11.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,17.0,16.0,26.0,17.0,16.0,27.0,17.0,21.0
14.37,1.44,1.57,0.07,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.0,7.0,6.0,8.0,8.0,8.0,7.0,6.0,12.0,12.0,10.0,12.0,10.0,11.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,18.0,16.0,26.0,17.0,16.0,28.0,17.0,21.0
14.56,1.44,1.76,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,9.0,7.0,7.0,8.0,10.0,10.0,7.0,6.0,12.0,14.0,10.0,14.0,10.0,11.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,18.0,17.0,26.0,17.0,16.0,28.0,17.0,21.0
14.56,0.21,1.12,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,9.0,8.0,7.0,10.0,10.0,10.0,7.0,8.0,14.0,14.0,10.0,14.0,12.0,14.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,18.0,17.0,26.0,17.0,16.0,24.0,17.0,21.0
14.63,0.24,1.12,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.0,8.0,7.0,10.0,10.0,10.0,9.0,8.0,16.0,14.0,12.0,14.0,13.0,14.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,18.0,17.0,26.0,17.0,16.0,22.0,18.0,21.0
14.63,0.21,0.75,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,7.0,10.0,10.0,11.0,9.0,9.0,17.0,14.0,12.0,14.0,13.0,14.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,17.0,17.0,21.0,18.0,21.0
14.63,0.24,0.88,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,17.0,17.0,21.0,18.0,21.0
14.63,0.24,0.88,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,18.0,17.0,20.0,19.0,21.0
14.63,0.24,0.88,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,18.0,17.0,20.0,19.0,21.0
14.63,0.24,0.88,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,18.0,17.0,20.0,19.0,21.0
14.63,0.24,0.88,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,18.0,17.0,20.0,19.0,21.0
14.63,0.24,0.88,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,18.0,17.0,20.0,19.0,21.0
14.69,0.24,1.01,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10.0,10.0,9.0,11.0,11.0,12.0,10.0,9.0,16.0,14.0,12.0,16.0,13.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,26.0,18.0,17.0,20.0,19.0,21.0
14.69,0.24,0.99,0.11,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,12.0,10.0,9.0,11.0,11.0,12.0,10.0,9.0,16.0,14.0,12.0,16.0,15.0,14.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.69,0.24,0.99,0.11,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,12.0,10.0,9.0,11.0,11.0,12.0,10.0,9.0,19.0,14.0,12.0,17.0,15.0,14.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.89,0.24,0.56,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,12.0,11.0,9.0,11.0,12.0,12.0,10.0,9.0,19.0,14.0,12.0,17.0,15.0,14.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.89,0.24,0.85,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,12.0,11.0,10.0,12.0,12.0,12.0,10.0,9.0,17.0,-103.0,13.0,19.0,15.0,13.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.69,0.24,0.85,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,13.0,11.0,10.0,12.0,14.0,14.0,12.0,11.0,20.0,17.0,13.0,19.0,15.0,13.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.69,0.24,0.21,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,13.0,12.0,10.0,12.0,14.0,14.0,12.0,12.0,22.0,17.0,15.0,19.0,15.0,18.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.69,0.24,0.21,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,13.0,12.0,10.0,12.0,14.0,14.0,12.0,12.0,22.0,17.0,15.0,19.0,15.0,18.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.69,0.24,0.21,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,13.0,12.0,10.0,12.0,14.0,14.0,12.0,12.0,22.0,-119.0,15.0,19.0,15.0,18.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,17.0,19.0,19.0,21.0
14.69,0.24,0.21,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,13.0,12.0,10.0,12.0,15.0,14.0,12.0,12.0,22.0,-119.0,15.0,19.0,15.0,18.0,17.0,18.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.69,0.21,0.37,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,14.0,12.0,12.0,14.0,15.0,14.0,13.0,12.0,24.0,16.0,15.0,20.0,17.0,18.0,17.0,18.0,18.0,18.0,18.0,17.0,18.0,18.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.69,0.21,0.08,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,14.0,12.0,12.0,14.0,15.0,15.0,13.0,13.0,24.0,17.0,15.0,20.0,18.0,14.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.76,0.21,0.21,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,14.0,14.0,12.0,14.0,15.0,15.0,13.0,12.0,20.0,19.0,15.0,22.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.21,0.37,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,14.0,14.0,12.0,15.0,15.0,14.0,13.0,13.0,24.0,19.0,15.0,20.0,17.0,22.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.21,1.07,2.87,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,14.0,-111.0,-112.0,14.0,17.0,15.0,13.0,13.0,-116.0,17.0,15.0,22.0,18.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.24,0.43,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,16.0,14.0,12.0,14.0,15.0,17.0,13.0,13.0,24.0,19.0,-121.0,22.0,18.0,14.0,17.0,18.0,18.0,18.0,18.0,73.0,19.0,19.0,18.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.21,0.43,2.87,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,16.0,-111.0,74.0,75.0,17.0,17.0,13.0,-111.0,22.0,20.0,15.0,22.0,18.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,-55.0,19.0,19.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.21,0.64,2.87,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.0,22.0,16.0,14.0,13.0,14.0,17.0,15.0,14.0,15.0,22.0,84.0,17.0,22.0,84.0,24.0,18.0,18.0,18.0,18.0,18.0,18.0,-55.0,19.0,19.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.24,0.43,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,16.0,14.0,12.0,14.0,17.0,17.0,14.0,13.0,24.0,84.0,15.0,22.0,20.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,26.0,18.0,18.0,19.0,19.0,-54.0
14.83,0.21,0.43,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,16.0,14.0,13.0,15.0,17.0,17.0,13.0,13.0,22.0,20.0,15.0,24.0,18.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.21,0.64,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,16.0,14.0,13.0,15.0,17.0,15.0,14.0,15.0,25.0,17.0,17.0,22.0,17.0,24.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,26.0,18.0,18.0,19.0,74.0,21.0
14.83,0.21,0.56,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,17.0,15.0,13.0,15.0,17.0,17.0,14.0,13.0,25.0,16.0,-227.0,24.0,20.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,26.0,18.0,18.0,19.0,19.0,21.0
14.83,0.21,0.56,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,17.0,15.0,-110.0,15.0,17.0,17.0,14.0,13.0,25.0,16.0,-227.0,24.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,26.0,18.0,18.0,19.0,20.0,21.0
