"Ubs,V","Ibs,A","Isun,A","Ipt1,A","Ipt2,A","Ipt3,A","Ipt4,A","Ipt5,A","Ipt6,A","Ipt7,A","Ipt10,A","Ipt11,A","Ipt12,A","Ipt13,A","Ipt14,A","Ipt15,A","Ipt16,A","Ipt17,A","TR1,C","TR2,C","TR3,C","TR4,C","TR5,C","TR6,C","TR7,C","TR8,C","TR9,C","TR10,C","TR11,C","TR12,C","TR13,C","TR14,C","TR15,C","TR16,C","TDS1,C","TDS2,C","TDS3,C","TDS4,C","TDS5,C","TDS6,C","TDS7,C","TDS8,C","TDS9,C","TKpt,C","TGbv,C","TNap,C","TPrd2,C","TPrd1,C","TDS24,C"
14.83,0.24,0.93,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,16.0,18.0,15.0,17.0,17.0,16.0,6.0,24.0,18.0,20.0,18.0,21.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,18.0,20.0,20.0,22.0
14.76,0.24,0.77,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,16.0,18.0,15.0,17.0,17.0,15.0,4.0,22.0,17.0,20.0,18.0,18.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,18.0,20.0,20.0,22.0
14.76,0.24,0.67,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,16.0,18.0,17.0,15.0,17.0,15.0,8.0,22.0,18.0,20.0,17.0,21.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,18.0,20.0,20.0,22.0
14.83,0.19,0.85,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,16.0,18.0,17.0,15.0,17.0,16.0,4.0,22.0,18.0,20.0,20.0,18.0,19.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,18.0,20.0,20.0,22.0
14.83,0.19,0.96,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,16.0,18.0,17.0,17.0,17.0,16.0,4.0,22.0,18.0,20.0,18.0,21.0,19.0,19.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,22.0
14.69,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,15.0,16.0,18.0,17.0,15.0,17.0,16.0,4.0,22.0,18.0,20.0,18.0,19.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,22.0
14.63,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,15.0,16.0,18.0,17.0,15.0,17.0,16.0,3.0,24.0,18.0,20.0,18.0,18.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,22.0
14.56,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,16.0,18.0,17.0,17.0,17.0,15.0,3.0,22.0,18.0,22.0,18.0,19.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,22.0
14.56,0.24,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,15.0,16.0,20.0,17.0,15.0,17.0,16.0,3.0,22.0,20.0,20.0,17.0,21.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.5,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,15.0,16.0,18.0,17.0,15.0,17.0,15.0,-2.0,19.0,15.0,19.0,17.0,14.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.5,0.21,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,14.0,17.0,14.0,15.0,14.0,13.0,-10.0,17.0,13.0,17.0,15.0,11.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.5,0.21,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,14.0,17.0,14.0,14.0,14.0,13.0,-10.0,17.0,13.0,17.0,15.0,11.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.5,0.24,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,14.0,14.0,14.0,17.0,14.0,14.0,14.0,13.0,-13.0,17.0,12.0,16.0,15.0,10.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.43,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,14.0,14.0,17.0,12.0,12.0,13.0,12.0,-17.0,16.0,12.0,16.0,13.0,10.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.43,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,14.0,14.0,14.0,15.0,12.0,12.0,13.0,12.0,-18.0,16.0,12.0,14.0,13.0,10.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.43,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,14.0,12.0,13.0,15.0,11.0,11.0,12.0,11.0,-21.0,16.0,10.0,14.0,12.0,8.0,19.0,19.0,19.0,20.0,20.0,20.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.37,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,14.0,12.0,13.0,15.0,11.0,11.0,12.0,11.0,-21.0,16.0,10.0,14.0,12.0,8.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.37,0.24,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,13.0,12.0,13.0,15.0,10.0,10.0,10.0,11.0,-25.0,14.0,9.0,12.0,12.0,8.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.37,0.27,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,13.0,12.0,13.0,14.0,10.0,10.0,10.0,9.0,-25.0,14.0,9.0,12.0,10.0,6.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.37,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,13.0,11.0,13.0,14.0,8.0,10.0,10.0,9.0,-26.0,14.0,9.0,11.0,10.0,6.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.37,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,12.0,11.0,12.0,14.0,8.0,10.0,10.0,8.0,-28.0,12.0,9.0,11.0,10.0,5.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.3,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,12.0,11.0,12.0,14.0,8.0,8.0,9.0,8.0,-29.0,12.0,7.0,11.0,9.0,5.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.3,0.21,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,12.0,10.0,12.0,12.0,7.0,8.0,9.0,6.0,-31.0,12.0,7.0,9.0,9.0,5.0,19.0,19.0,19.0,19.0,20.0,19.0,18.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.3,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,10.0,10.0,10.0,12.0,7.0,7.0,9.0,6.0,-31.0,12.0,7.0,9.0,9.0,3.0,19.0,19.0,19.0,19.0,20.0,19.0,18.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.3,0.21,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,10.0,10.0,10.0,12.0,7.0,7.0,7.0,6.0,-33.0,12.0,5.0,9.0,9.0,5.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,27.0,19.0,19.0,20.0,20.0,23.0
14.24,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,10.0,10.0,10.0,12.0,5.0,7.0,7.0,5.0,-33.0,12.0,5.0,8.0,7.0,3.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,27.0,19.0,19.0,20.0,20.0,23.0
14.24,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,10.0,8.0,10.0,11.0,5.0,7.0,7.0,5.0,-34.0,11.0,5.0,8.0,7.0,3.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,27.0,19.0,19.0,20.0,20.0,23.0
14.24,0.27,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,9.0,8.0,9.0,11.0,5.0,5.0,6.0,5.0,-34.0,11.0,5.0,8.0,5.0,3.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,27.0,19.0,19.0,20.0,20.0,23.0
14.24,0.24,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,9.0,8.0,9.0,11.0,4.0,5.0,6.0,3.0,-34.0,11.0,5.0,6.0,5.0,2.0,18.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,27.0,19.0,19.0,20.0,20.0,23.0
14.24,0.24,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,9.0,7.0,9.0,11.0,4.0,5.0,6.0,3.0,-36.0,11.0,4.0,8.0,5.0,2.0,18.0,18.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,27.0,19.0,19.0,19.0,20.0,23.0
10.76,0.24,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,9.0,7.0,9.0,10.0,2.0,4.0,4.0,3.0,-36.0,9.0,4.0,6.0,5.0,2.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,27.0,19.0,19.0,19.0,20.0,23.0
14.17,0.21,0.0,0.04,3.22,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,4.6,0.0,0.0,4.53,23.0,22.0,7.0,7.0,-235.0,10.0,2.0,4.0,-206.0,-230.0,-36.0,9.0,-147.0,-129.0,90.0,2.0,18.0,-64.0,-122.0,19.0,-128.0,18.0,17.0,18.0,18.0,27.0,19.0,19.0,19.0,20.0,23.0
14.17,0.21,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,7.0,-236.0,7.0,101.0,2.0,-207.0,-206.0,2.0,-199.0,-201.0,-204.0,6.0,4.0,0.0,-128.0,-64.0,-122.0,-128.0,-128.0,-126.0,17.0,-128.0,-128.0,-128.0,-128.0,-90.0,-128.0,6.0,52.0
14.17,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,7.0,5.0,7.0,8.0,2.0,2.0,3.0,2.0,-37.0,9.0,2.0,4.0,4.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,17.0,18.0,18.0,27.0,19.0,19.0,19.0,20.0,23.0
14.17,0.24,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,5.0,7.0,8.0,2.0,2.0,3.0,2.0,-37.0,9.0,2.0,4.0,4.0,0.0,18.0,18.0,18.0,18.0,19.0,18.0,17.0,17.0,17.0,27.0,19.0,19.0,19.0,19.0,23.0
14.17,0.21,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,5.0,7.0,8.0,1.0,2.0,3.0,0.0,-37.0,8.0,2.0,4.0,2.0,-2.0,18.0,18.0,18.0,18.0,19.0,18.0,17.0,17.0,17.0,27.0,19.0,19.0,19.0,19.0,23.0
14.17,0.21,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,5.0,6.0,8.0,1.0,2.0,3.0,0.0,-37.0,8.0,1.0,4.0,2.0,-2.0,18.0,18.0,18.0,18.0,19.0,18.0,17.0,17.0,17.0,27.0,19.0,19.0,19.0,19.0,23.0
14.17,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,6.0,5.0,6.0,8.0,1.0,2.0,1.0,0.0,-37.0,8.0,1.0,4.0,2.0,-2.0,18.0,18.0,18.0,18.0,19.0,17.0,17.0,17.0,17.0,27.0,19.0,19.0,19.0,19.0,23.0
14.17,0.24,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,4.0,6.0,7.0,-1.0,2.0,1.0,-1.0,-37.0,8.0,1.0,3.0,2.0,-2.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,17.0,17.0,27.0,19.0,19.0,19.0,19.0,23.0
13.97,0.21,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,4.0,4.0,7.0,-1.0,1.0,1.0,-1.0,-37.0,6.0,1.0,3.0,2.0,-3.0,17.0,17.0,18.0,18.0,18.0,17.0,17.0,17.0,-128.0,27.0,19.0,19.0,23.0,19.0,23.0
13.78,1.44,0.0,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,4.0,2.0,4.0,5.0,-1.0,-1.0,0.0,-1.0,-39.0,6.0,-1.0,1.0,1.0,-3.0,17.0,17.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,27.0,19.0,19.0,25.0,19.0,23.0
13.71,1.44,0.0,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,3.0,2.0,4.0,5.0,-2.0,1.0,0.0,-3.0,-39.0,4.0,-1.0,1.0,1.0,-3.0,17.0,17.0,17.0,18.0,18.0,17.0,18.0,17.0,17.0,27.0,19.0,19.0,25.0,19.0,23.0
13.64,1.47,0.0,0.09,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,3.0,2.0,3.0,5.0,-2.0,-1.0,0.0,-3.0,-39.0,4.0,-1.0,-1.0,1.0,-5.0,17.0,17.0,17.0,18.0,18.0,17.0,18.0,18.0,17.0,27.0,19.0,19.0,27.0,19.0,23.0
13.78,1.44,1.15,0.04,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,3.0,1.0,3.0,5.0,-2.0,-1.0,0.0,-3.0,-34.0,8.0,2.0,1.0,1.0,-2.0,17.0,17.0,17.0,18.0,18.0,17.0,19.0,18.0,17.0,27.0,19.0,19.0,28.0,19.0,23.0
13.84,1.44,1.25,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,3.0,1.0,4.0,5.0,-1.0,-1.0,0.0,-3.0,-31.0,9.0,2.0,3.0,1.0,0.0,17.0,17.0,17.0,17.0,18.0,17.0,19.0,18.0,17.0,27.0,19.0,19.0,29.0,19.0,23.0
13.84,1.47,3.87,0.07,1.24,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,4.58,3.49,0.0,0.0,0.0,21.0,-257.0,-235.0,1.0,-228.0,5.0,-1.0,-1.0,0.0,-3.0,-31.0,9.0,2.0,3.0,1.0,2.0,17.0,17.0,17.0,17.0,18.0,17.0,19.0,18.0,17.0,27.0,19.0,19.0,29.0,19.0,22.0
13.84,1.47,3.87,0.07,1.24,0.0,0.0,5.2,1.62,0.0,2.31,0.0,2.29,4.58,3.49,0.0,0.0,0.0,21.0,-257.0,-235.0,1.0,-228.0,5.0,-1.0,-1.0,0.0,-211.0,-31.0,12.0,2.0,3.0,-19.0,2.0,17.0,-128.0,17.0,17.0,18.0,17.0,19.0,-128.0,-128.0,-128.0,-128.0,-128.0,29.0,19.0,22.0
13.84,1.47,3.87,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,3.49,0.0,2.24,2.98,21.0,-257.0,-235.0,1.0,-47.0,5.0,-1.0,-1.0,0.0,-211.0,-28.0,12.0,2.0,3.0,-19.0,-205.0,17.0,-128.0,-128.0,17.0,18.0,-128.0,19.0,-128.0,-128.0,-128.0,-112.0,-128.0,29.0,19.0,22.0
13.78,1.47,0.69,0.09,1.22,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,79.0,-257.0,-235.0,1.0,4.0,5.0,-1.0,-1.0,0.0,70.0,-20.0,9.0,2.0,3.0,-19.0,3.0,17.0,-128.0,-128.0,17.0,18.0,17.0,19.0,-128.0,-128.0,106.0,-24.0,103.0,29.0,19.0,22.0
14.04,0.21,1.12,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,3.0,1.0,4.0,5.0,-1.0,2.0,3.0,70.0,-20.0,9.0,5.0,4.0,4.0,3.0,17.0,17.0,17.0,17.0,18.0,17.0,19.0,19.0,18.0,106.0,19.0,19.0,31.0,20.0,22.0
14.04,0.21,1.33,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,3.0,2.0,6.0,7.0,2.0,2.0,3.0,0.0,-17.0,9.0,5.0,6.0,4.0,5.0,17.0,17.0,17.0,17.0,18.0,17.0,20.0,19.0,18.0,27.0,20.0,19.0,27.0,20.0,22.0
14.24,0.24,1.52,0.09,0.07,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,3.0,2.0,6.0,7.0,2.0,2.0,3.0,0.0,-17.0,11.0,5.0,6.0,4.0,3.0,17.0,17.0,17.0,17.0,18.0,17.0,20.0,19.0,18.0,27.0,20.0,19.0,27.0,20.0,22.0
14.37,1.6,1.52,0.09,0.07,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,3.36,4.53,21.0,22.0,-60.0,2.0,6.0,7.0,2.0,2.0,3.0,0.0,-17.0,11.0,5.0,6.0,4.0,-226.0,17.0,17.0,17.0,17.0,18.0,-119.0,20.0,19.0,18.0,27.0,20.0,19.0,27.0,20.0,22.0
14.43,0.24,3.87,0.07,3.27,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,4.0,2.0,6.0,8.0,4.0,4.0,4.0,2.0,-12.0,11.0,5.0,6.0,93.0,6.0,17.0,-64.0,17.0,17.0,18.0,-119.0,19.0,-128.0,18.0,27.0,20.0,-128.0,-128.0,20.0,52.0
14.43,0.24,2.64,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,4.0,2.0,6.0,8.0,4.0,4.0,4.0,2.0,-7.0,12.0,5.0,8.0,5.0,6.0,17.0,17.0,17.0,-128.0,18.0,17.0,19.0,19.0,18.0,27.0,-128.0,-128.0,22.0,20.0,22.0
14.5,0.24,1.28,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,4.0,2.0,6.0,8.0,4.0,5.0,4.0,3.0,-5.0,11.0,7.0,9.0,7.0,6.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,19.0,18.0,27.0,20.0,19.0,21.0,20.0,22.0
14.63,0.24,1.52,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,6.0,4.0,6.0,8.0,5.0,5.0,6.0,3.0,-2.0,11.0,7.0,9.0,7.0,8.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,19.0,18.0,27.0,20.0,19.0,21.0,20.0,22.0
14.69,0.27,1.49,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,6.0,4.0,6.0,8.0,5.0,5.0,6.0,3.0,-1.0,11.0,9.0,9.0,9.0,8.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,21.0,20.0,22.0
14.69,0.24,1.41,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,6.0,4.0,6.0,8.0,5.0,7.0,6.0,5.0,3.0,12.0,9.0,11.0,9.0,10.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,21.0,20.0,22.0
14.69,0.21,1.07,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,6.0,4.0,7.0,8.0,7.0,7.0,7.0,5.0,4.0,14.0,9.0,11.0,9.0,10.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,20.0,20.0,22.0
14.69,0.21,0.48,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,6.0,4.0,7.0,10.0,7.0,7.0,7.0,5.0,6.0,14.0,10.0,11.0,9.0,11.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,20.0,20.0,22.0
14.63,0.19,0.51,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,7.0,5.0,7.0,10.0,8.0,8.0,7.0,5.0,8.0,12.0,10.0,12.0,10.0,11.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,20.0,20.0,22.0
14.5,0.27,0.51,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,7.0,5.0,7.0,10.0,8.0,8.0,9.0,6.0,9.0,14.0,12.0,12.0,10.0,10.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,20.0,20.0,22.0
11.02,4.48,0.0,3.22,3.24,3.24,0.0,0.0,4.73,0.0,0.0,0.0,0.0,3.27,4.6,0.0,3.29,0.0,21.0,22.0,-147.0,5.0,-235.0,10.0,8.0,8.0,-206.0,6.0,-199.0,-201.0,12.0,-127.0,97.0,13.0,17.0,17.0,-122.0,17.0,18.0,17.0,18.0,-128.0,-128.0,-128.0,-128.0,19.0,20.0,20.0,22.0
14.56,4.51,1.09,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,5.38,4.53,-257.0,22.0,9.0,-125.0,-235.0,10.0,-228.0,-24.0,-206.0,8.0,11.0,-201.0,12.0,-127.0,95.0,-242.0,-128.0,-64.0,-122.0,-128.0,-128.0,-124.0,-124.0,18.0,-128.0,-128.0,-128.0,19.0,-128.0,6.0,52.0
14.56,0.29,1.07,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,9.0,-125.0,-235.0,11.0,10.0,10.0,9.0,8.0,12.0,-201.0,12.0,14.0,12.0,11.0,-87.0,17.0,17.0,17.0,-128.0,17.0,18.0,18.0,18.0,27.0,20.0,-128.0,20.0,20.0,22.0
14.69,0.21,1.31,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,9.0,7.0,-235.0,11.0,10.0,10.0,10.0,8.0,12.0,16.0,12.0,14.0,12.0,13.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,20.0,19.0,20.0,20.0,22.0
14.69,0.21,1.31,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,9.0,7.0,9.0,11.0,10.0,10.0,10.0,8.0,12.0,16.0,12.0,14.0,12.0,13.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,27.0,19.0,19.0,20.0,20.0,22.0
